,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomeWinRate,AwayWinRate,isWin
995,12/04/2019,Dijon,Amiens,0.7741935483870968,0.8387096774193549,D,0.3225806451612903,0.3225806451612903,11.580645161290322,10.225806451612904,3.4838709677419355,3.096774193548387,15.612903225806452,13.806451612903226,4.451612903225806,3.870967741935484,2.064516129032258,1.5806451612903225,0.1935483870967742,0.16129032258064516,0.1935483870967742,0.25806451612903225,0.0
996,12/04/2019,Nantes,Lyon,1.1,1.6774193548387097,H,0.36666666666666664,0.6774193548387096,13.3,17.64516129032258,3.8666666666666667,6.548387096774194,13.4,11.903225806451612,5.1,6.161290322580645,1.9333333333333333,1.5483870967741935,0.16666666666666666,0.0967741935483871,0.26666666666666666,0.5161290322580645,1.0
997,13/04/2019,Caen,Angers,0.7741935483870968,1.2258064516129032,A,0.3870967741935484,0.5483870967741935,8.806451612903226,11.838709677419354,2.5161290322580645,4.129032258064516,14.903225806451612,11.516129032258064,3.3225806451612905,4.387096774193548,2.161290322580645,1.3548387096774193,0.1935483870967742,0.12903225806451613,0.12903225806451613,0.25806451612903225,0.0
998,13/04/2019,Marseille,Nimes,1.5161290322580645,1.4838709677419355,H,0.6774193548387096,0.4838709677419355,13.483870967741936,13.806451612903226,4.451612903225806,4.870967741935484,13.096774193548388,12.838709677419354,5.967741935483871,5.258064516129032,2.129032258064516,1.935483870967742,0.1935483870967742,0.16129032258064516,0.45161290322580644,0.3870967741935484,1.0
999,13/04/2019,Monaco,Reims,1.0,1.032258064516129,D,0.3548387096774194,0.4838709677419355,11.709677419354838,10.96774193548387,4.096774193548387,3.7096774193548385,13.870967741935484,13.548387096774194,4.67741935483871,4.645161290322581,2.3225806451612905,1.7096774193548387,0.22580645161290322,0.06451612903225806,0.22580645161290322,0.3548387096774194,0.0
1000,13/04/2019,Strasbourg,Guingamp,1.6451612903225807,0.6451612903225806,D,0.6451612903225806,0.25806451612903225,10.709677419354838,10.03225806451613,4.193548387096774,2.6451612903225805,13.548387096774194,11.870967741935484,4.225806451612903,5.225806451612903,1.903225806451613,1.5161290322580645,0.12903225806451613,0.16129032258064516,0.3225806451612903,0.16129032258064516,0.0
1001,14/04/2019,Lille,Paris SG,1.5806451612903225,2.966666666666667,H,0.6774193548387096,1.0333333333333334,12.838709677419354,15.6,4.774193548387097,6.366666666666666,12.741935483870968,12.1,4.548387096774194,6.9,1.8387096774193548,1.6666666666666667,0.0967741935483871,0.06666666666666667,0.5806451612903226,0.8666666666666667,1.0
1002,14/04/2019,Montpellier,Toulouse,1.3548387096774193,0.9354838709677419,H,0.5483870967741935,0.3548387096774194,12.96774193548387,11.161290322580646,4.387096774193548,3.5806451612903225,14.258064516129032,14.741935483870968,4.193548387096774,4.161290322580645,1.5806451612903225,2.032258064516129,0.0967741935483871,0.16129032258064516,0.3548387096774194,0.25806451612903225,1.0
1003,14/04/2019,Rennes,Nice,1.3870967741935485,0.7419354838709677,D,0.7096774193548387,0.3225806451612903,12.741935483870968,11.483870967741936,4.064516129032258,3.3870967741935485,12.612903225806452,11.064516129032258,5.129032258064516,4.516129032258065,1.7419354838709677,1.8064516129032258,0.06451612903225806,0.16129032258064516,0.3548387096774194,0.41935483870967744,0.0
1004,14/04/2019,St Etienne,Bordeaux,1.4516129032258065,0.967741935483871,H,0.6774193548387096,0.3548387096774194,13.096774193548388,11.548387096774194,4.709677419354839,3.806451612903226,11.935483870967742,13.709677419354838,5.67741935483871,4.32258064516129,1.7741935483870968,1.935483870967742,0.1935483870967742,0.0967741935483871,0.45161290322580644,0.2903225806451613,1.0
1005,17/04/2019,Nantes,Paris SG,1.1290322580645162,2.903225806451613,H,0.3870967741935484,1.032258064516129,13.32258064516129,15.419354838709678,3.903225806451613,6.32258064516129,13.258064516129032,12.064516129032258,5.129032258064516,6.741935483870968,1.935483870967742,1.7096774193548387,0.16129032258064516,0.0967741935483871,0.2903225806451613,0.8387096774193549,1.0
1006,19/04/2019,Dijon,Rennes,0.75,1.34375,H,0.3125,0.6875,11.78125,12.78125,3.53125,4.15625,15.53125,12.625,4.5625,5.09375,2.09375,1.75,0.1875,0.0625,0.1875,0.34375,1.0
1007,19/04/2019,Lyon,Angers,1.65625,1.21875,H,0.6875,0.53125,17.4375,11.875,6.46875,4.15625,11.875,11.5625,6.1875,4.34375,1.53125,1.34375,0.09375,0.125,0.5,0.28125,1.0
1008,20/04/2019,Guingamp,Marseille,0.71875,1.53125,A,0.28125,0.65625,10.1875,13.5,2.71875,4.4375,11.9375,13.03125,5.1875,5.90625,1.53125,2.09375,0.15625,0.1875,0.15625,0.46875,0.0
1009,20/04/2019,Nice,Caen,0.71875,0.75,A,0.3125,0.375,11.34375,8.78125,3.34375,2.5,10.96875,14.875,4.4375,3.25,1.78125,2.21875,0.15625,0.1875,0.40625,0.125,0.0
1010,20/04/2019,Nimes,Bordeaux,1.46875,0.9375,H,0.46875,0.34375,13.625,11.34375,4.8125,3.71875,12.90625,13.6875,5.28125,4.3125,1.9375,1.875,0.15625,0.09375,0.375,0.28125,1.0
1011,20/04/2019,Strasbourg,Montpellier,1.6875,1.375,A,0.65625,0.53125,10.71875,13.0625,4.25,4.40625,13.5,14.1875,4.125,4.1875,1.875,1.59375,0.125,0.09375,0.3125,0.375,0.0
1012,21/04/2019,Nantes,Amiens,1.1875,0.8125,H,0.4375,0.3125,13.375,10.03125,4.03125,3.03125,13.25,13.71875,5.09375,3.78125,1.90625,1.625,0.15625,0.1875,0.3125,0.25,1.0
1013,21/04/2019,Paris SG,Monaco,2.875,0.96875,H,1.03125,0.34375,15.21875,12.1875,6.3125,4.15625,12.125,13.8125,6.65625,5.09375,1.75,2.3125,0.09375,0.21875,0.8125,0.21875,1.0
1014,21/04/2019,Reims,St Etienne,1.0,1.5,A,0.46875,0.65625,10.9375,13.125,3.6875,4.75,13.53125,11.96875,4.59375,5.75,1.65625,1.78125,0.0625,0.1875,0.34375,0.46875,0.0
1015,21/04/2019,Toulouse,Lille,0.9375,1.6875,D,0.34375,0.6875,11.0,12.90625,3.53125,4.8125,14.78125,12.65625,4.125,4.46875,2.0,1.8125,0.15625,0.09375,0.25,0.59375,0.0
1016,26/04/2019,Bordeaux,Lyon,0.9393939393939394,1.6666666666666667,A,0.36363636363636365,0.7272727272727273,11.333333333333334,17.636363636363637,3.6666666666666665,6.606060606060606,13.93939393939394,11.787878787878787,4.363636363636363,6.212121212121212,1.9393939393939394,1.4848484848484849,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.5151515151515151,0.0
1017,28/04/2019,Amiens,Strasbourg,0.8484848484848485,1.6666666666666667,D,0.30303030303030304,0.6666666666666666,9.969696969696969,10.575757575757576,3.0606060606060606,4.151515151515151,13.666666666666666,13.575757575757576,3.696969696969697,4.090909090909091,1.6666666666666667,1.878787878787879,0.18181818181818182,0.12121212121212122,0.24242424242424243,0.30303030303030304,0.0
1018,28/04/2019,Angers,Reims,1.2121212121212122,0.9696969696969697,D,0.5151515151515151,0.45454545454545453,11.848484848484848,10.848484848484848,4.121212121212121,3.606060606060606,11.363636363636363,13.606060606060606,4.424242424242424,4.484848484848484,1.3636363636363635,1.696969696969697,0.12121212121212122,0.06060606060606061,0.2727272727272727,0.3333333333333333,0.0
1019,28/04/2019,Caen,Dijon,0.7575757575757576,0.8181818181818182,H,0.36363636363636365,0.3333333333333333,8.727272727272727,11.787878787878787,2.484848484848485,3.727272727272727,14.878787878787879,15.575757575757576,3.272727272727273,4.606060606060606,2.242424242424242,2.090909090909091,0.18181818181818182,0.18181818181818182,0.15151515151515152,0.21212121212121213,1.0
1020,28/04/2019,Lille,Nimes,1.6363636363636365,1.4848484848484849,H,0.6666666666666666,0.48484848484848486,13.0,13.454545454545455,4.787878787878788,4.7272727272727275,12.818181818181818,12.93939393939394,4.424242424242424,5.212121212121212,1.8484848484848484,1.878787878787879,0.09090909090909091,0.15151515151515152,0.5757575757575758,0.3939393939393939,1.0
1021,28/04/2019,Marseille,Nantes,1.5757575757575757,1.2424242424242424,A,0.696969696969697,0.42424242424242425,13.545454545454545,13.272727272727273,4.484848484848484,4.03030303030303,13.030303030303031,13.272727272727273,5.878787878787879,5.0606060606060606,2.121212121212121,1.9090909090909092,0.18181818181818182,0.15151515151515152,0.48484848484848486,0.3333333333333333,0.0
1022,28/04/2019,Nice,Guingamp,0.696969696969697,0.7272727272727273,H,0.30303030303030304,0.2727272727272727,11.636363636363637,10.151515151515152,3.484848484848485,2.727272727272727,10.848484848484848,12.06060606060606,4.636363636363637,5.121212121212121,1.7878787878787878,1.5454545454545454,0.15151515151515152,0.15151515151515152,0.3939393939393939,0.15151515151515152,1.0
1023,28/04/2019,St Etienne,Toulouse,1.5151515151515151,0.9090909090909091,H,0.6666666666666666,0.3333333333333333,13.151515151515152,10.969696969696969,4.696969696969697,3.484848484848485,11.818181818181818,14.818181818181818,5.757575757575758,4.0606060606060606,1.7272727272727273,2.0,0.18181818181818182,0.15151515151515152,0.48484848484848486,0.24242424242424243,1.0
1024,30/04/2019,Montpellier,Paris SG,1.4242424242424243,2.878787878787879,H,0.5757575757575758,1.0606060606060606,13.272727272727273,15.06060606060606,4.484848484848484,6.2727272727272725,14.121212121212121,12.151515151515152,4.212121212121212,6.545454545454546,1.606060606060606,1.696969696969697,0.09090909090909091,0.09090909090909091,0.3939393939393939,0.8181818181818182,1.0
1025,01/05/2019,Rennes,Monaco,1.3636363636363635,0.9696969696969697,D,0.6666666666666666,0.3333333333333333,12.696969696969697,12.272727272727273,4.151515151515151,4.151515151515151,12.818181818181818,13.666666666666666,5.121212121212121,5.0606060606060606,1.7878787878787878,2.272727272727273,0.06060606060606061,0.21212121212121213,0.3333333333333333,0.21212121212121213,0.0
1026,03/05/2019,Strasbourg,Marseille,1.6176470588235294,1.5588235294117647,D,0.6470588235294118,0.7058823529411765,10.470588235294118,13.647058823529411,4.0588235294117645,4.411764705882353,13.794117647058824,13.029411764705882,4.0,5.911764705882353,1.911764705882353,2.176470588235294,0.11764705882352941,0.17647058823529413,0.29411764705882354,0.47058823529411764,0.0
1027,04/05/2019,Bordeaux,Angers,0.9705882352941176,1.2058823529411764,A,0.4117647058823529,0.5,11.294117647058824,11.794117647058824,3.6176470588235294,4.147058823529412,13.970588235294118,11.205882352941176,4.294117647058823,4.411764705882353,1.9705882352941178,1.3235294117647058,0.11764705882352941,0.11764705882352941,0.2647058823529412,0.2647058823529412,0.0
1028,04/05/2019,Guingamp,Caen,0.7058823529411765,0.7647058823529411,D,0.2647058823529412,0.35294117647058826,10.264705882352942,8.882352941176471,2.735294117647059,2.4705882352941178,12.264705882352942,14.941176470588236,5.088235294117647,3.323529411764706,1.588235294117647,2.2058823529411766,0.14705882352941177,0.17647058823529413,0.14705882352941177,0.17647058823529413,0.0
1029,04/05/2019,Paris SG,Nice,2.8529411764705883,0.7647058823529411,D,1.0588235294117647,0.3235294117647059,14.852941176470589,11.735294117647058,6.176470588235294,3.5294117647058822,12.235294117647058,10.882352941176471,6.4411764705882355,4.5588235294117645,1.7647058823529411,1.8529411764705883,0.08823529411764706,0.14705882352941177,0.7941176470588235,0.4117647058823529,0.0
1030,04/05/2019,Reims,Nimes,0.9705882352941176,1.4411764705882353,A,0.4411764705882353,0.47058823529411764,10.676470588235293,13.294117647058824,3.6176470588235294,4.676470588235294,13.676470588235293,12.970588235294118,4.352941176470588,5.176470588235294,1.7352941176470589,1.8823529411764706,0.058823529411764705,0.14705882352941177,0.3235294117647059,0.38235294117647056,0.0
1031,05/05/2019,Lyon,Lille,1.7058823529411764,1.7352941176470589,D,0.7352941176470589,0.6470588235294118,17.647058823529413,13.029411764705882,6.5588235294117645,4.882352941176471,11.764705882352942,12.676470588235293,6.117647058823529,4.323529411764706,1.5294117647058822,1.8235294117647058,0.08823529411764706,0.08823529411764706,0.5294117647058824,0.5882352941176471,0.0
1032,05/05/2019,Monaco,St Etienne,1.0,1.5294117647058822,A,0.3235294117647059,0.7058823529411765,12.382352941176471,13.176470588235293,4.176470588235294,4.764705882352941,13.617647058823529,11.970588235294118,5.176470588235294,5.735294117647059,2.264705882352941,1.7058823529411764,0.20588235294117646,0.17647058823529413,0.20588235294117646,0.5,0.0
1033,05/05/2019,Montpellier,Amiens,1.4705882352941178,0.8235294117647058,D,0.5882352941176471,0.29411764705882354,13.323529411764707,9.911764705882353,4.617647058823529,3.0,14.205882352941176,13.617647058823529,4.352941176470588,3.676470588235294,1.6470588235294117,1.6470588235294117,0.08823529411764706,0.17647058823529413,0.4117647058823529,0.23529411764705882,0.0
1034,05/05/2019,Nantes,Dijon,1.2647058823529411,0.7941176470588235,H,0.4411764705882353,0.3235294117647059,13.294117647058824,11.794117647058824,4.088235294117647,3.7058823529411766,13.294117647058824,15.676470588235293,5.029411764705882,4.5588235294117645,1.8823529411764706,2.1470588235294117,0.14705882352941177,0.17647058823529413,0.35294117647058826,0.20588235294117646,1.0
1035,05/05/2019,Toulouse,Rennes,0.8823529411764706,1.3823529411764706,D,0.3235294117647059,0.7058823529411765,11.0,12.617647058823529,3.4705882352941178,4.147058823529412,14.823529411764707,12.823529411764707,4.117647058823529,5.117647058823529,2.0,1.7941176470588236,0.14705882352941177,0.058823529411764705,0.23529411764705882,0.3235294117647059,0.0
1036,10/05/2019,St Etienne,Montpellier,1.5714285714285714,1.457142857142857,A,0.6857142857142857,0.5714285714285714,13.028571428571428,13.314285714285715,4.714285714285714,4.6,12.085714285714285,14.2,5.8,4.371428571428571,1.8,1.6285714285714286,0.17142857142857143,0.08571428571428572,0.5142857142857142,0.4,0.0
1037,11/05/2019,Amiens,Toulouse,0.8285714285714286,0.9142857142857143,D,0.2857142857142857,0.34285714285714286,9.742857142857142,11.228571428571428,2.942857142857143,3.4857142857142858,13.857142857142858,14.971428571428572,3.5714285714285716,4.171428571428572,1.6571428571428573,2.0285714285714285,0.17142857142857143,0.14285714285714285,0.22857142857142856,0.22857142857142856,0.0
1038,11/05/2019,Angers,Paris SG,1.2,2.8,A,0.5142857142857142,1.0285714285714285,11.714285714285714,14.914285714285715,4.057142857142857,6.142857142857143,11.285714285714286,12.314285714285715,4.314285714285714,6.514285714285714,1.2857142857142858,1.7714285714285714,0.11428571428571428,0.08571428571428572,0.2857142857142857,0.7714285714285715,0.0
1039,11/05/2019,Caen,Reims,0.7428571428571429,0.9428571428571428,H,0.34285714285714286,0.42857142857142855,8.657142857142857,10.6,2.4,3.5714285714285716,14.914285714285715,13.771428571428572,3.2285714285714286,4.314285714285714,2.257142857142857,1.7714285714285714,0.17142857142857143,0.05714285714285714,0.17142857142857143,0.3142857142857143,1.0
1040,11/05/2019,Dijon,Strasbourg,0.7714285714285715,1.6,H,0.3142857142857143,0.6285714285714286,11.685714285714285,10.371428571428572,3.6857142857142855,4.057142857142857,15.6,13.742857142857142,4.485714285714286,3.8857142857142857,2.142857142857143,1.8857142857142857,0.2,0.11428571428571428,0.2,0.2857142857142857,1.0
1041,11/05/2019,Nice,Nantes,0.7714285714285715,1.3142857142857143,D,0.3142857142857143,0.42857142857142855,11.628571428571428,13.542857142857143,3.4857142857142858,4.114285714285714,10.971428571428572,13.17142857142857,4.457142857142857,4.9714285714285715,1.8857142857142857,1.8285714285714285,0.14285714285714285,0.14285714285714285,0.4,0.37142857142857144,0.0
1042,11/05/2019,Nimes,Monaco,1.4857142857142858,1.0285714285714285,H,0.5142857142857142,0.34285714285714286,13.342857142857143,12.4,4.685714285714286,4.2,12.8,13.571428571428571,5.171428571428572,5.085714285714285,1.8857142857142857,2.2857142857142856,0.14285714285714285,0.2,0.4,0.2,1.0
1043,12/05/2019,Lille,Bordeaux,1.7428571428571429,0.9428571428571428,H,0.6285714285714286,0.4,13.028571428571428,11.257142857142858,4.914285714285715,3.5714285714285716,12.82857142857143,14.057142857142857,4.314285714285714,4.314285714285714,1.8285714285714285,1.9714285714285715,0.08571428571428572,0.11428571428571428,0.5714285714285714,0.2571428571428571,1.0
1044,12/05/2019,Marseille,Lyon,1.542857142857143,1.7142857142857142,A,0.6857142857142857,0.7428571428571429,13.628571428571428,17.714285714285715,4.3428571428571425,6.6,13.085714285714285,11.8,5.857142857142857,6.085714285714285,2.1714285714285713,1.4857142857142858,0.17142857142857143,0.08571428571428572,0.45714285714285713,0.5142857142857142,0.0
1045,12/05/2019,Rennes,Guingamp,1.4,0.6857142857142857,D,0.7142857142857143,0.2571428571428571,12.571428571428571,10.257142857142858,4.114285714285714,2.6857142857142855,12.885714285714286,12.6,5.142857142857143,5.085714285714285,1.8285714285714285,1.5714285714285714,0.05714285714285714,0.14285714285714285,0.3142857142857143,0.14285714285714285,0.0
1046,18/05/2019,Bordeaux,Reims,0.9166666666666666,0.9722222222222222,A,0.3888888888888889,0.4444444444444444,11.083333333333334,10.722222222222221,3.5,3.5833333333333335,14.0,13.916666666666666,4.305555555555555,4.444444444444445,2.0277777777777777,1.7777777777777777,0.1388888888888889,0.05555555555555555,0.25,0.3055555555555556,0.0
1047,18/05/2019,Guingamp,Nimes,0.6944444444444444,1.4722222222222223,D,0.25,0.5277777777777778,10.61111111111111,13.305555555555555,2.861111111111111,4.666666666666667,12.583333333333334,12.972222222222221,5.166666666666667,5.166666666666667,1.5555555555555556,1.8611111111111112,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.4166666666666667,0.0
1048,18/05/2019,Lille,Angers,1.7222222222222223,1.1944444444444444,H,0.6388888888888888,0.5,12.833333333333334,11.777777777777779,4.888888888888889,4.055555555555555,12.63888888888889,11.722222222222221,4.277777777777778,4.25,1.8333333333333333,1.25,0.08333333333333333,0.1111111111111111,0.5833333333333334,0.2777777777777778,1.0
1049,18/05/2019,Lyon,Caen,1.75,0.8055555555555556,H,0.75,0.4166666666666667,17.63888888888889,8.805555555555555,6.555555555555555,2.611111111111111,11.777777777777779,14.694444444444445,5.944444444444445,3.25,1.4722222222222223,2.2222222222222223,0.08333333333333333,0.16666666666666666,0.5277777777777778,0.19444444444444445,1.0
1050,18/05/2019,Monaco,Amiens,1.0,0.8055555555555556,H,0.3333333333333333,0.2777777777777778,12.38888888888889,10.0,4.222222222222222,2.9444444444444446,13.722222222222221,13.833333333333334,5.194444444444445,3.5555555555555554,2.3333333333333335,1.6666666666666667,0.19444444444444445,0.16666666666666666,0.19444444444444445,0.2222222222222222,1.0
1051,18/05/2019,Montpellier,Nantes,1.4444444444444444,1.3055555555555556,D,0.5555555555555556,0.4444444444444444,13.25,13.527777777777779,4.583333333333333,4.083333333333333,14.305555555555555,13.166666666666666,4.277777777777778,4.861111111111111,1.6944444444444444,1.8611111111111112,0.1111111111111111,0.1388888888888889,0.4166666666666667,0.3611111111111111,0.0
1052,18/05/2019,Paris SG,Dijon,2.7777777777777777,0.8055555555555556,H,1.0277777777777777,0.3333333333333333,14.75,11.722222222222221,6.083333333333333,3.75,12.472222222222221,15.5,6.416666666666667,4.416666666666667,1.7222222222222223,2.111111111111111,0.1111111111111111,0.19444444444444445,0.7777777777777778,0.2222222222222222,1.0
1053,18/05/2019,St Etienne,Nice,1.5277777777777777,0.7777777777777778,H,0.6666666666666666,0.3055555555555556,13.11111111111111,11.527777777777779,4.722222222222222,3.4444444444444446,12.055555555555555,11.027777777777779,5.944444444444445,4.444444444444445,1.8333333333333333,1.8888888888888888,0.19444444444444445,0.1388888888888889,0.5,0.3888888888888889,1.0
1054,18/05/2019,Strasbourg,Rennes,1.5833333333333333,1.3888888888888888,A,0.6111111111111112,0.7222222222222222,10.555555555555555,12.416666666666666,4.166666666666667,4.111111111111111,13.722222222222221,12.86111111111111,3.9722222222222223,5.166666666666667,1.8611111111111112,1.8611111111111112,0.1111111111111111,0.08333333333333333,0.2777777777777778,0.3055555555555556,0.0
1055,18/05/2019,Toulouse,Marseille,0.8888888888888888,1.5,A,0.3333333333333333,0.6666666666666666,11.11111111111111,13.722222222222221,3.4444444444444446,4.388888888888889,15.13888888888889,13.166666666666666,4.138888888888889,5.805555555555555,2.0833333333333335,2.1944444444444446,0.1388888888888889,0.19444444444444445,0.2222222222222222,0.4444444444444444,0.0
1056,24/05/2019,Amiens,Guingamp,0.7837837837837838,0.7297297297297297,H,0.2702702702702703,0.2972972972972973,9.972972972972974,10.81081081081081,2.945945945945946,3.027027027027027,13.81081081081081,12.702702702702704,3.5945945945945947,5.162162162162162,1.6756756756756757,1.5675675675675675,0.16216216216216217,0.13513513513513514,0.21621621621621623,0.13513513513513514,1.0
1057,24/05/2019,Angers,St Etienne,1.162162162162162,1.5675675675675675,D,0.4864864864864865,0.6756756756756757,11.81081081081081,13.054054054054054,4.027027027027027,4.72972972972973,11.72972972972973,12.18918918918919,4.297297297297297,5.837837837837838,1.2972972972972974,1.7837837837837838,0.10810810810810811,0.1891891891891892,0.2702702702702703,0.5135135135135135,0.0
1058,24/05/2019,Caen,Bordeaux,0.7837837837837838,0.8918918918918919,A,0.40540540540540543,0.3783783783783784,8.756756756756756,11.135135135135135,2.5945945945945947,3.5135135135135136,14.594594594594595,13.91891891891892,3.27027027027027,4.45945945945946,2.189189189189189,1.972972972972973,0.16216216216216217,0.13513513513513514,0.1891891891891892,0.24324324324324326,0.0
1059,24/05/2019,Dijon,Toulouse,0.7837837837837838,0.918918918918919,H,0.32432432432432434,0.35135135135135137,11.756756756756756,11.324324324324325,3.72972972972973,3.4864864864864864,15.18918918918919,14.837837837837839,4.4324324324324325,4.162162162162162,2.081081081081081,2.054054054054054,0.1891891891891892,0.13513513513513514,0.21621621621621623,0.21621621621621623,1.0
1060,24/05/2019,Marseille,Montpellier,1.5945945945945945,1.4324324324324325,H,0.6756756756756757,0.5405405405405406,13.91891891891892,13.324324324324325,4.486486486486487,4.513513513513513,13.108108108108109,14.27027027027027,5.891891891891892,4.27027027027027,2.189189189189189,1.6486486486486487,0.1891891891891892,0.10810810810810811,0.4594594594594595,0.40540540540540543,1.0
1061,24/05/2019,Nantes,Strasbourg,1.2972972972972974,1.5405405405405406,A,0.4594594594594595,0.5945945945945946,13.432432432432432,10.783783783783784,4.027027027027027,4.216216216216216,13.108108108108109,13.621621621621621,4.8108108108108105,4.162162162162162,1.8918918918918919,1.837837837837838,0.13513513513513514,0.10810810810810811,0.35135135135135137,0.2702702702702703,0.0
1062,24/05/2019,Nice,Monaco,0.7567567567567568,1.027027027027027,H,0.2972972972972973,0.35135135135135137,11.72972972972973,12.324324324324325,3.4864864864864864,4.1891891891891895,11.108108108108109,13.945945945945946,4.5675675675675675,5.162162162162162,1.9189189189189189,2.4054054054054053,0.13513513513513514,0.1891891891891892,0.3783783783783784,0.21621621621621623,1.0
1063,24/05/2019,Nimes,Lyon,1.4864864864864864,1.8108108108108107,A,0.5135135135135135,0.7297297297297297,13.513513513513514,17.594594594594593,4.648648648648648,6.594594594594595,12.945945945945946,11.72972972972973,5.162162162162162,5.891891891891892,1.864864864864865,1.5135135135135136,0.13513513513513514,0.08108108108108109,0.40540540540540543,0.5405405405405406,0.0
1064,24/05/2019,Reims,Paris SG,0.972972972972973,2.810810810810811,H,0.4594594594594595,1.0810810810810811,10.675675675675675,14.81081081081081,3.5405405405405403,6.108108108108108,13.945945945945946,12.486486486486486,4.324324324324325,6.297297297297297,1.7567567567567568,1.7027027027027026,0.05405405405405406,0.10810810810810811,0.32432432432432434,0.7837837837837838,1.0
1065,24/05/2019,Rennes,Lille,1.4054054054054055,1.8108108108108107,H,0.7297297297297297,0.6756756756756757,12.378378378378379,12.972972972972974,4.162162162162162,5.081081081081081,12.891891891891891,12.64864864864865,5.054054054054054,4.243243243243243,1.864864864864865,1.8108108108108107,0.08108108108108109,0.08108108108108109,0.32432432432432434,0.5945945945945946,1.0
1074,25/08/2018,Juventus,Lazio,3.0,1.0,H,1.0,1.0,23.0,9.0,11.0,5.0,9.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1076,26/08/2018,Cagliari,Sassuolo,0.0,1.0,D,0.0,1.0,12.0,7.0,5.0,5.0,19.0,23.0,6.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0
1078,26/08/2018,Frosinone,Bologna,0.0,0.0,D,0.0,0.0,6.0,8.0,1.0,3.0,10.0,16.0,4.0,7.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0
1080,26/08/2018,Inter,Torino,0.0,0.0,D,0.0,0.0,11.0,8.0,4.0,5.0,11.0,10.0,4.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1081,26/08/2018,Spal,Parma,1.0,2.0,H,0.0,1.0,10.0,9.0,5.0,6.0,11.0,10.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0
1083,27/08/2018,Roma,Atalanta,1.0,4.0,D,0.0,1.0,16.0,16.0,13.0,10.0,14.0,14.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0
1084,31/08/2018,Milan,Roma,2.0,2.0,H,1.0,0.5,6.0,18.5,4.0,12.0,9.0,11.5,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.5,1.0
1085,01/09/2018,Bologna,Inter,0.0,1.0,A,0.0,1.0,9.0,10.0,4.0,5.0,14.0,13.5,6.0,4.5,2.5,1.5,0.5,0.0,0.0,0.0,0.0
1086,01/09/2018,Parma,Juventus,1.0,2.5,A,0.5,1.0,6.0,18.5,3.0,10.0,12.0,10.5,3.0,7.0,2.0,1.5,0.0,0.0,0.0,1.0,0.0
1087,02/09/2018,Atalanta,Cagliari,3.5,1.0,A,2.0,0.5,16.5,12.0,10.0,6.0,13.5,16.5,7.5,6.5,0.5,3.5,0.0,0.0,0.5,0.0,0.0
1088,02/09/2018,Chievo,Empoli,1.5,1.5,D,0.5,0.5,6.0,10.5,2.5,6.0,7.5,17.0,1.5,6.0,2.5,2.5,0.0,0.0,0.0,0.5,0.0
1089,02/09/2018,Fiorentina,Udinese,6.0,1.5,H,2.0,0.5,19.0,14.5,15.0,5.5,14.0,9.5,2.0,6.5,1.0,1.5,0.0,0.0,1.0,0.5,1.0
1090,02/09/2018,Lazio,Frosinone,0.5,0.0,H,0.5,0.0,8.5,8.5,4.0,4.0,10.5,12.5,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
1091,02/09/2018,Sampdoria,Napoli,0.0,2.5,H,0.0,0.5,9.0,16.0,4.0,9.5,10.0,8.5,7.0,6.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0
1092,02/09/2018,Sassuolo,Genoa,1.5,2.0,H,0.5,2.0,9.5,10.0,5.5,4.0,18.5,14.0,3.0,3.0,3.5,3.0,0.5,0.0,0.5,1.0,1.0
1093,02/09/2018,Torino,Spal,1.0,1.0,H,0.0,0.0,9.0,12.5,6.0,5.0,11.0,12.0,5.0,3.5,1.5,3.5,0.0,0.0,0.0,1.0,1.0
1094,15/09/2018,Frosinone,Sampdoria,0.0,1.5,A,0.0,1.0,8.0,8.0,4.333333333333333,4.0,11.0,11.5,4.333333333333333,5.5,2.0,2.5,0.0,0.0,0.0,0.5,0.0
1095,15/09/2018,Inter,Parma,1.6666666666666667,1.0,A,0.6666666666666666,0.6666666666666666,10.0,6.666666666666667,4.666666666666667,4.333333333333333,12.333333333333334,13.0,5.333333333333333,3.3333333333333335,1.3333333333333333,1.6666666666666667,0.0,0.0,0.3333333333333333,0.0,0.0
1096,15/09/2018,Napoli,Fiorentina,1.6666666666666667,3.5,H,0.3333333333333333,1.0,14.666666666666666,16.0,8.333333333333334,9.5,12.0,12.0,5.666666666666667,6.5,2.0,2.0,0.0,0.0,0.6666666666666666,1.0,1.0
